--2023-05-13 02:11:46--  https://inria.hal.science/hal-01432720/document
Resolving inria.hal.science (inria.hal.science)... 193.48.96.10
Connecting to inria.hal.science (inria.hal.science)|193.48.96.10|:443... connected.
HTTP request sent, awaiting response... 200 OK
Length: 19656362 (19M) [application/pdf]
Saving to: ‘./data/0.sdv/1432720.pdf’

  5200K .......... .......... .......... .......... .......... 27%  409M 13s
  5250K .......... .......... .......... .......... .......... 27%  576M 13s
  5300K .......... .......... .......... .......... .......... 27%  247K 14s
  5350K .......... .......... .......... .......... .......... 28%  303M 13s
  5400K .......... .......... .......... .......... .......... 28%  553M 13s
  5450K .......... .......... .......... .......... .......... 28%  625M 13s
  5500K .......... .......... .......... .......... .......... 28%  576M 13s
  5550K .......... .......... .......... .......... .......... 29%  247K 13s
  5600K .......... .......... .......... .......... .......... 29%  390M 13s
  5650K .......... .......... .......... .......... .......... 29%  634M 13s
  5700K .......... .......... .......... .......... .......... 29%  589M 13s
  5750K .......... .......... .......... .......... .......... 30%  247K 13s
  5800K .......... .......... .......... .......... .......... 30%  445M 13s
  5850K .......... .......... .......... .......... .......... 30%  600M 13s
  5900K .......... .......... .......... .......... .......... 30%  582M 13s
  5950K .......... .......... .......... .......... .......... 31%  247K 13s
  6000K .......... .......... .......... .......... .......... 31%  482M 13s
  6050K .......... .......... .......... .......... .......... 31%  443M 13s
  6100K .......... .......... .......... .......... .......... 32%  630M 12s
  6150K .......... .......... .......... .......... .......... 32%  247K 13s
  6200K .......... .......... .......... .......... .......... 32%  352M 13s
  6250K .......... .......... .......... .......... .......... 32%  462M 12s
  6300K .......... .......... .......... .......... .......... 33%  612M 12s
  6350K .......... .......... .......... .......... .......... 33%  245K 13s
  6400K .......... .......... .......... .......... .......... 33%  305M 12s
  6450K .......... .......... .......... .......... .......... 33%  614M 12s
  6500K .......... .......... .......... .......... .......... 34%  598M 12s
  6550K .......... .......... .......... .......... .......... 34%  248K 12s
  6600K .......... .......... .......... .......... .......... 34%  361M 12s
  6650K .......... .......... .......... .......... .......... 34%  617M 12s
  6700K .......... .......... .......... .......... .......... 35%  620M 12s
  6750K .......... .......... .......... .......... .......... 35%  604M 12s
  6800K .......... .......... .......... .......... .......... 35%  246K 12s
  6850K .......... .......... .......... .......... .......... 35%  571M 12s
  6900K .......... .......... .......... .......... .......... 36%  608M 12s
  6950K .......... .......... .......... .......... .......... 36%  623M 12s
  7000K .......... .......... .......... .......... .......... 36%  246K 12s
  7050K .......... .......... .......... .......... .......... 36%  587M 12s
  7100K .......... .......... .......... .......... .......... 37%  452M 12s
  7150K .......... .......... .......... .......... .......... 37%  607M 11s
  7200K .......... .......... .......... .......... .......... 37%  246K 12s
  7250K .......... .......... .......... .......... .......... 38%  584M 12s
  7300K .......... .......... .......... .......... .......... 38%  459M 11s
  7350K .......... .......... .......... .......... .......... 38%  600M 11s
  7400K .......... .......... .......... .......... .......... 38%  246K 11s
  7450K .......... .......... .......... .......... .......... 39%  410M 11s
  7500K .......... .......... .......... .......... .......... 39%  284M 11s
  7550K .......... .......... .......... .......... .......... 39%  432M 11s
  7600K .......... .......... .......... .......... .......... 39%  240K 11s
  7650K .......... .......... .......... .......... .......... 40%  556M 11s
  7700K .......... .......... .......... .......... .......... 40%  581M 11s
  7750K .......... .......... .......... .......... .......... 40%  610M 11s
  7800K .......... .......... .......... .......... .......... 40%  244K 11s
  7850K .......... .......... .......... .......... .......... 41%  427M 11s
  7900K .......... .......... .......... .......... .......... 41%  608M 11s
  7950K .......... .......... .......... .......... .......... 41%  459M 11s
  8000K .......... .......... .......... .......... .......... 41%  488M 11s
  8050K .......... .......... .......... .......... .......... 42%  247K 11s
  8100K .......... .......... .......... .......... .......... 42%  581M 11s
  8150K .......... .......... .......... .......... .......... 42%  455M 11s
  8200K .......... .......... .......... .......... .......... 42%  549M 10s
  8250K .......... .......... .......... .......... .......... 43%  246K 11s
  8300K .......... .......... .......... .......... .......... 43%  436M 11s
  8350K .......... .......... .......... .......... .......... 43%  612M 10s
  8400K .......... .......... .......... .......... .......... 44%  502M 10s
  8450K .......... .......... .......... .......... .......... 44%  247K 10s
  8500K .......... .......... .......... .......... .......... 44%  448M 10s
  8550K .......... .......... .......... .......... .......... 44%  600M 10s
  8600K .......... .......... .......... .......... .......... 45%  565M 10s
  8650K .......... .......... .......... .......... .......... 45%  247K 10s
  8700K .......... .......... .......... .......... .......... 45%  427M 10s
  8750K .......... .......... .......... .......... .......... 45%  628M 10s
  8800K .......... .......... .......... .......... .......... 46%  504M 10s
  8850K .......... .......... .......... .......... .......... 46%  247K 10s
  8900K .......... .......... .......... .......... .......... 46%  403M 10s
  8950K .......... .......... .......... .......... .......... 46%  608M 10s
  9000K .......... .......... .......... .......... .......... 47%  564M 10s
  9050K .......... .......... .......... .......... .......... 47%  247K 10s
  9100K .......... .......... .......... .......... .......... 47%  390M 10s
  9150K .......... .......... .......... .......... .......... 47%  447M 10s
  9200K .......... .......... .......... .......... .......... 48%  490M 10s
  9250K .......... .......... .......... .......... .......... 48%  637M 9s
  9300K .......... .......... .......... .......... .......... 48%  247K 10s
  9350K .......... .......... .......... .......... .......... 48%  592M 10s
